EPO7_I_6	EPO7_II_6	EPO8_I_6	EPO8_II_6	EPOB9_I_8	EPOB9_II_6	EPOF21_I_6	EPOF21_II_1	EPOF21_II_3	EPOI2_I_6	EPOI2_II_6
#CLASS:  sampleName	EPO7	EPO7	EPO8	EPO8	EPOB9	EPOB9	EPOF21	EPOF21	EPOF21	EPOI2	EPOI2
#CLASS:  protein	EPO	EPO	EPO	EPO	EPO	EPO	EPO	EPO	EPO	EPO	EPO
#CLASS:  producibility	Producer	Producer	Producer	Producer	Producer	Producer	Producer	Producer	Producer	Producer	Producer
#CLASS:  cellType	HEK293freestyle	HEK293freestyle	HEK293freestyle	HEK293freestyle	HEK293freestyle	HEK293freestyle	HEK293freestyle	HEK293freestyle	HEK293freestyle	HEK293freestyle	HEK293freestyle
ENSG00000088305	1255	1355	1991	1370	2532	1420	976	661	232	1457	1429
ENSG00000088320	0	1	3	1	3	3	1	0	0	2	0
ENSG00000088325	6940	6523	10297	6669	10848	6173	5353	3337	1400	6022	6061
ENSG00000088340	83	99	62	48	167	86	65	34	13	122	125
ENSG00000088356	1152	1217	1616	910	1860	954	898	481	179	819	881
ENSG00000088367	2067	1840	2893	1968	3665	1964	1801	1224	520	1858	1857
ENSG00000088386	11	17	25	15	38	9	3	6	2	4	8
ENSG00000088387	713	585	998	655	1326	698	591	329	134	620	651
ENSG00000088448	1085	1215	838	576	2895	1549	992	823	335	1357	1578
ENSG00000088451	1199	1238	2060	1255	2686	1501	1221	621	263	1011	1220
ENSG00000088538	977	767	1245	817	2098	1143	768	543	236	998	1109
ENSG00000088543	37	45	42	17	108	57	36	34	19	43	83
ENSG00000088682	1302	1295	2466	1687	3210	1721	1610	1191	481	1555	1655
ENSG00000088726	38	49	45	30	46	22	24	18	8	25	39
ENSG00000088727	379	484	519	290	747	414	344	211	86	393	484
ENSG00000088756	832	664	1381	932	1623	929	975	514	199	814	872
ENSG00000088766	1857	1992	1675	1025	3615	1926	2048	1146	437	1468	1667
ENSG00000088782	0	0	0	0	0	0	0	0	0	0	0
ENSG00000088808	808	658	1168	769	1854	960	786	615	246	799	796
ENSG00000088812	1753	1295	1937	1161	3618	2009	1741	1054	427	1834	1820
ENSG00000088826	309	289	364	248	677	303	325	212	81	287	314
ENSG00000088827	0	2	0	1	2	2	1	0	0	4	1
ENSG00000088832	9834	10105	8168	5807	15116	8874	8328	5518	2121	7576	8261
ENSG00000088833	2830	2845	2810	1872	4959	2738	2429	1670	685	2734	2871
ENSG00000088836	212	199	229	120	896	424	244	197	71	392	380
ENSG00000088854	585	516	490	331	1234	589	450	308	118	562	524
ENSG00000088876	606	563	481	338	1375	664	448	334	102	581	659
ENSG00000088881	462	456	509	304	1279	688	414	358	129	560	621
ENSG00000088882	297	285	603	352	1862	1056	332	266	121	1169	1071
ENSG00000088888	3165	2878	2629	1692	6341	3300	2923	2144	904	3501	3364
ENSG00000088899	1152	1088	990	617	2652	1222	1230	887	313	1409	1428
ENSG00000088926	0	0	1	1	1	2	0	1	0	0	0
ENSG00000088930	4602	4317	6683	4304	8088	4439	4435	2350	1043	4173	4499
ENSG00000088970	768	859	1114	820	1446	861	665	414	191	809	917
ENSG00000088986	8974	10767	12097	8091	20010	11892	10714	7222	3028	7304	8789
ENSG00000088992	169	179	375	239	324	170	106	53	30	144	133
ENSG00000089006	4270	4606	6614	4505	9305	4976	4039	2418	1003	4493	5168
ENSG00000089009	51827	58098	90406	64252	83297	51505	45884	29479	12247	44060	50428
ENSG00000089012	0	2	0	0	0	0	0	0	0	0	0
ENSG00000089022	2052	1988	2785	1811	4647	2533	1988	1304	536	2000	2166
ENSG00000089041	39	55	127	83	83	46	15	5	0	57	59
ENSG00000089048	1622	1621	2575	1771	3057	1831	1310	624	277	1452	1510
ENSG00000089050	1344	1313	2220	1484	2864	1766	1653	962	366	1577	1515
ENSG00000089053	6191	6098	8793	5646	15221	8017	6518	4232	1663	6802	7507
ENSG00000089057	1847	1428	2289	1529	4566	2415	2441	1677	650	2555	2538
ENSG00000089060	312	287	464	270	766	416	241	184	47	405	359
ENSG00000089063	5636	6241	5138	3529	10037	6022	6172	4063	1663	4843	5599
ENSG00000089091	138	104	178	108	352	202	127	109	57	191	175
ENSG00000089094	1831	1580	2591	1798	3937	1973	1747	1122	490	1837	2044
ENSG00000089101	25	18	23	29	32	24	20	16	6	18	27
ENSG00000089116	0	0	0	0	0	0	0	0	0	0	0
ENSG00000089123	464	379	636	316	806	405	366	190	74	407	381
ENSG00000089127	13	14	8	7	16	9	8	9	6	8	12
ENSG00000089154	8064	6577	11100	7051	14898	7409	6264	4308	1693	8156	7438
ENSG00000089157	70284	82250	118117	76226	124661	67815	56984	36417	14795	57491	64226
ENSG00000089159	2251	1991	3152	2181	4804	2437	2128	1576	609	2342	2530
ENSG00000089163	68	83	65	44	83	51	31	12	11	43	25
ENSG00000089169	5	4	1	1	22	11	6	4	2	20	10
ENSG00000089177	791	695	968	621	1255	707	635	406	148	723	661
ENSG00000089195	1389	1328	1322	877	2512	1480	1416	804	289	1328	1503
ENSG00000089199	66	53	154	101	297	171	205	129	58	201	195
ENSG00000089220	8110	8524	11129	7012	14753	7557	7058	4781	1900	7531	7851
ENSG00000089225	0	2	0	2	1	1	0	0	0	0	0
ENSG00000089234	1102	1075	1675	1100	2113	1178	1194	702	323	1095	1090
ENSG00000089248	2822	2797	3818	2383	4732	2612	2426	1553	608	2644	2751
ENSG00000089250	14	8	63	35	70	29	10	14	5	19	28
ENSG00000089280	13010	12240	18694	11043	32672	16378	13712	8703	3615	17010	17768
ENSG00000089289	1654	1683	3121	2000	2754	1483	1291	825	272	1353	1564
ENSG00000089327	1274	1353	2298	1569	2253	1225	1073	950	351	1242	1301
ENSG00000089335	1377	1388	1873	1320	3147	1828	1971	1166	489	1756	2033
ENSG00000089351	3386	3058	4537	3350	6255	3211	2670	2344	908	3097	3312
ENSG00000089356	5	2	3	2	4	3	3	3	2	1	2
ENSG00000089472	0	0	1	2	1	0	0	0	0	0	0
ENSG00000089486	1426	1218	2973	1935	2834	1383	1417	967	410	1338	1312
ENSG00000089505	43	24	42	23	62	48	24	22	11	40	34
ENSG00000089558	18	14	136	93	141	70	80	63	24	128	104
ENSG00000089597	10290	9153	16139	10004	22562	11548	11408	7031	2815	12840	11690
ENSG00000089639	329	328	402	254	869	416	307	247	89	505	459
ENSG00000089682	1165	1169	1338	981	2937	1651	1186	767	347	1273	1466
ENSG00000089685	8067	9185	10632	6335	12530	6674	7010	3914	1581	6419	7099
ENSG00000089692	14	8	3	4	27	0	13	1	4	11	17
ENSG00000089693	8786	8449	11791	7695	15524	8016	8109	5405	2026	7782	7963
ENSG00000089723	516	413	619	394	583	321	291	93	53	217	165
ENSG00000089737	488	356	690	472	1971	839	649	381	274	1159	1094
ENSG00000089775	424	566	504	306	1028	630	398	299	113	542	574
ENSG00000089818	2340	2556	3085	2021	3958	2152	2114	1188	521	1922	2147
ENSG00000089820	107	111	76	32	214	137	90	61	38	131	175
ENSG00000089847	86	99	93	78	182	96	62	55	15	149	156
ENSG00000089876	1475	1321	3121	2091	2561	1432	1233	692	293	1337	1362
ENSG00000089902	1166	916	1818	1223	2234	1265	1070	656	255	1106	1117
ENSG00000089916	1941	1569	2502	1622	3790	2096	1693	915	378	1859	1890
ENSG00000090006	2764	2496	4511	2808	6007	3077	1538	1256	474	3713	3436
ENSG00000090013	1782	1937	2562	1758	2065	1190	1048	738	291	1400	1372
ENSG00000090020	855	774	1181	813	2095	1027	1052	803	268	1260	1203
ENSG00000090054	2129	1972	3455	2376	4099	2350	2253	1359	595	2243	2322
ENSG00000090060	10011	10067	14181	9735	16610	9517	9708	5401	2339	8677	9487
ENSG00000090061	2233	2384	3330	2381	3910	2149	1924	1275	534	2082	2254
ENSG00000090097	887	771	1120	740	1783	927	825	693	270	877	897
ENSG00000090104	0	0	0	0	0	0	0	0	0	0	0
ENSG00000090238	590	602	772	524	1370	685	535	450	197	709	811
ENSG00000090263	2327	2999	3502	2357	5256	2734	3006	1816	840	2441	2944
ENSG00000090266	4763	6003	4069	2608	10062	4963	4488	2907	1199	3912	4278
ENSG00000090273	6911	7323	8063	5168	10410	5120	4434	2689	1068	6336	6365
ENSG00000090316	2382	2320	3220	2111	4741	2306	2177	1512	593	2142	2213
ENSG00000090339	8	6	7	0	22	19	3	5	2	12	16
ENSG00000090372	7295	6849	9099	6252	13002	6419	5757	4186	1647	6226	6356
ENSG00000090376	12	7	14	14	18	11	10	4	4	7	10
ENSG00000090382	4	0	4	1	6	8	0	4	0	5	0
ENSG00000090402	0	0	0	0	1	0	0	0	0	0	0
ENSG00000090432	1575	1390	1889	1204	2964	1504	1501	998	417	1677	1660
ENSG00000090447	868	734	1117	810	1329	712	405	339	138	566	623
ENSG00000090470	821	841	1367	974	1813	964	655	410	147	746	792
ENSG00000090487	2319	2419	3203	2026	4722	2619	2321	1293	493	2085	2183
ENSG00000090512	0	0	0	0	0	0	0	0	0	0	4
ENSG00000090520	2219	2181	3954	2607	5749	3129	4283	2669	1062	2825	3088
ENSG00000090530	370	309	715	453	780	379	431	244	109	322	295
ENSG00000090534	40	35	50	26	64	31	187	106	59	50	44
ENSG00000090539	249	212	297	182	516	241	469	397	137	317	298
ENSG00000090554	95	117	251	136	203	129	62	68	26	200	181
ENSG00000090565	811	696	1521	942	1729	834	782	600	218	916	958
ENSG00000090581	669	697	1353	904	1759	926	771	715	295	832	891
ENSG00000090612	768	736	1152	713	1449	747	849	409	164	729	810
ENSG00000090615	2302	2210	3342	2162	5702	2886	2356	1566	612	2685	2557
ENSG00000090621	8153	7354	8346	5418	12965	7003	7320	5373	2195	8582	8609
ENSG00000090659	12	7	11	2	30	14	7	5	1	15	14
ENSG00000090661	647	571	948	656	1372	763	668	454	179	565	610
ENSG00000090674	1104	843	914	637	2557	1423	982	826	278	1270	1366
ENSG00000090686	4065	3874	4400	2769	6838	3701	3058	1653	670	3955	4146
ENSG00000090776	847	667	1574	1023	2147	1157	1058	675	292	1069	1044
ENSG00000090857	986	776	2523	1613	3602	1719	1870	1282	499	2056	2154
ENSG00000090861	3019	2703	6806	4356	7650	3842	2819	1705	684	3804	3822
ENSG00000090863	2531	1940	5322	3489	5844	3122	2918	1710	694	3577	3152
ENSG00000090889	2575	2178	3455	2334	4265	2247	2395	1408	597	2251	2399
ENSG00000090905	2188	1812	3219	2185	5597	2993	2036	1313	560	2263	2373
ENSG00000090924	1684	1674	2098	1377	4183	1973	1735	1422	506	2130	2277
ENSG00000090932	632	575	619	401	1172	615	466	390	161	655	678
ENSG00000090971	2031	1607	2402	1266	3793	1593	1356	914	354	1516	1631
ENSG00000090975	357	320	560	354	1252	622	454	321	155	516	556
ENSG00000090989	1158	1115	1569	1070	2306	1390	1091	619	265	1179	1205
ENSG00000091009	2446	2020	3507	2452	3386	1938	2216	1144	452	2029	2134
ENSG00000091010	6	1	7	7	11	0	4	2	0	2	3
ENSG00000091039	3675	2996	5444	3599	6293	3800	3977	2060	838	3322	3415
ENSG00000091073	413	417	404	275	763	437	359	291	108	423	456
ENSG00000091106	0	2	0	0	0	0	0	0	0	2	0
ENSG00000091127	979	991	1127	740	2461	1273	1097	603	236	1164	1242
ENSG00000091128	1	1	2	0	8	4	3	4	1	7	4
ENSG00000091129	1042	718	1671	1085	2443	1437	1189	682	278	1481	1372
ENSG00000091136	1543	1244	2245	1559	4152	2257	1624	986	395	2259	2046
ENSG00000091137	10	8	14	16	28	19	12	11	3	22	5
ENSG00000091138	0	1	0	0	4	1	1	3	0	0	0
ENSG00000091140	4649	4559	5583	3731	8065	4367	4983	2353	1024	4290	4577
ENSG00000091157	741	565	1252	761	1327	728	742	449	159	685	678
ENSG00000091164	2052	2284	2445	1584	3070	1842	1962	1184	499	1489	1605
ENSG00000091181	3	4	13	5	9	3	7	5	1	3	8
ENSG00000091262	24	25	55	31	109	42	40	31	21	45	45
ENSG00000091317	4446	4320	7721	4883	10964	6452	6263	3342	1394	5670	5899
ENSG00000091409	1824	1395	3141	1989	4080	2408	2258	1247	550	2101	2140
ENSG00000091428	397	367	612	398	887	547	344	162	84	451	442
ENSG00000091436	2101	2041	3296	2181	3915	2304	2361	1328	532	1916	1964
ENSG00000091482	1	2	7	6	11	7	6	4	0	5	0
ENSG00000091483	1328	1213	1928	1439	2345	1321	1304	708	298	1116	1157
ENSG00000091490	1680	1464	3245	2255	3674	2231	1891	1164	511	1921	2018
ENSG00000091513	7	11	4	10	23	11	8	12	4	8	7
ENSG00000091527	7898	7296	11261	7249	13303	7223	7104	3858	1687	6654	7117
ENSG00000091536	43	45	52	41	210	93	39	31	17	109	110
ENSG00000091542	5989	5423	7040	4737	9856	5369	5113	3603	1344	5766	5820
ENSG00000091583	0	1	0	1	0	1	0	0	0	0	1
ENSG00000091592	539	492	881	589	1117	636	622	435	178	663	691
ENSG00000091622	178	165	318	255	538	369	160	115	49	231	219
ENSG00000091640	1010	1135	1871	1226	1739	1004	954	653	254	1086	1100
ENSG00000091651	1628	1950	2861	1970	4651	2589	2329	1487	609	2507	2747
ENSG00000091656	601	332	850	609	1350	724	561	360	162	716	625
ENSG00000091664	0	0	1	0	0	0	0	0	0	0	0
ENSG00000091704	0	0	0	0	3	3	0	0	0	1	0
ENSG00000091732	1135	1166	1355	872	2244	1042	1069	682	278	1117	1148
ENSG00000091831	2	1	1	0	5	4	3	7	0	1	3
ENSG00000091844	516	471	439	290	1059	583	495	232	97	358	397
ENSG00000091879	15	11	15	14	45	20	99	69	38	35	25
ENSG00000091947	1819	1919	3238	1833	3019	1514	1461	834	325	1668	1649
ENSG00000091972	8	8	17	11	18	10	11	8	5	10	8
ENSG00000091986	621	550	936	601	1156	704	513	315	93	613	568
ENSG00000092009	0	0	1	1	1	0	0	0	0	0	0
ENSG00000092010	2032	2298	2596	1698	2998	1780	1525	920	390	1628	1563
ENSG00000092020	1294	1540	1679	1056	2342	1397	1167	585	256	1076	1202
ENSG00000092036	1101	1302	2199	1377	1990	1146	843	529	231	1148	1249
ENSG00000092051	20	24	52	27	98	39	11	17	4	51	39
ENSG00000092054	1	3	3	0	2	0	0	0	0	1	3
ENSG00000092067	0	0	0	0	2	0	0	1	0	0	0
ENSG00000092068	512	405	1375	894	1297	748	559	422	145	737	725
ENSG00000092094	1451	1480	1755	1102	3218	1692	1533	1013	433	1776	1900
ENSG00000092096	384	366	890	570	1205	598	514	360	145	679	725
ENSG00000092098	1253	1182	1485	959	2784	1311	1291	938	345	1498	1556
ENSG00000092108	2307	2459	3095	2160	3976	2383	2367	1261	561	1936	2212
ENSG00000092140	2284	2262	2952	1721	4207	2399	2002	1054	429	1758	1875
ENSG00000092148	3784	2689	5635	3510	7092	3847	3598	2117	837	3395	3438
ENSG00000092199	31505	31113	49171	32845	52704	29971	29648	17375	7352	27737	29203
ENSG00000092200	5	8	8	6	20	5	8	9	4	14	18
ENSG00000092201	11553	10018	16720	11126	19071	10487	9391	5016	2191	10429	10561
ENSG00000092203	2252	2379	3354	2111	3848	2048	2146	1397	584	2080	2115
ENSG00000092208	1395	1689	1898	1232	2681	1565	1364	776	297	1202	1323
ENSG00000092295	19	40	27	22	78	41	15	6	4	29	27
ENSG00000092330	1058	1077	1350	844	1730	922	875	599	242	892	889
ENSG00000092345	0	0	0	0	4	0	0	0	0	0	0
ENSG00000092377	0	0	0	0	0	0	0	0	0	0	0
ENSG00000092421	1969	1639	3719	2640	3443	1942	2023	1476	587	2150	2187
ENSG00000092439	1876	1509	2721	1773	3872	2182	1729	910	386	1616	1719
ENSG00000092445	1557	1167	2125	1395	3076	1613	1507	1037	442	1662	1655
ENSG00000092470	1601	1536	1978	1441	2275	1340	1211	657	282	1261	1228
ENSG00000092529	16	26	6	14	50	44	20	22	10	31	42
ENSG00000092531	1617	1999	2612	1775	3738	2135	2292	1208	483	1767	2017
ENSG00000092607	13	6	17	9	9	6	4	1	3	1	3
ENSG00000092621	8872	8346	16241	10134	13274	6510	5146	2885	1158	7291	7086
ENSG00000092758	445	388	559	330	714	371	185	158	59	387	430
ENSG00000092820	7163	6906	6374	4273	12564	7153	5385	3624	1331	5561	6031
ENSG00000092841	12772	15315	15118	8958	22437	11951	12122	7126	2809	9363	10313
ENSG00000092847	3638	3026	3124	2143	6655	3513	3841	2306	859	3699	3609
ENSG00000092850	55	55	44	33	80	34	37	34	7	52	63
ENSG00000092853	2784	2661	2690	1762	4153	2304	2495	1518	605	2586	2563
ENSG00000092871	1180	1072	1552	1096	2292	1233	1205	741	297	1279	1412
ENSG00000092929	43	38	151	99	127	69	62	37	10	47	63
ENSG00000092931	808	768	1542	950	2272	1232	1329	774	307	1365	1477
ENSG00000092964	1299	1248	1837	1225	2791	1480	1342	777	319	1689	1671
ENSG00000092969	42	28	64	14	98	34	48	21	15	26	38
ENSG00000092978	646	593	983	608	1267	729	570	308	140	579	600
ENSG00000093000	5126	4472	8910	6137	9927	5553	4789	2805	1132	4100	4397
ENSG00000093009	3658	3799	4480	2999	6131	3229	2866	1985	842	2993	3092
ENSG00000093010	2116	2111	4445	2989	5365	2805	3349	2444	878	2668	2821
ENSG00000093072	4	6	3	2	8	4	3	0	0	4	9
ENSG00000093134	8	10	10	7	6	8	5	7	5	18	12
ENSG00000093144	2789	2965	3081	1873	5402	2961	3268	1561	641	2578	2649
ENSG00000093167	1633	1697	2258	1590	3083	1663	1564	985	370	1747	1939
ENSG00000093183	2708	2664	3658	2413	6130	3306	2994	1791	739	3099	3406
ENSG00000093217	564	546	935	593	1473	860	694	443	178	869	837
ENSG00000094631	2194	2304	2145	1352	3869	2109	1374	1128	430	1937	2087
ENSG00000094661	0	0	0	0	0	0	0	0	0	0	0
ENSG00000094755	31	22	9	7	68	33	22	15	4	33	38
ENSG00000094796	0	0	0	0	0	0	0	0	0	0	0
ENSG00000094804	5368	5142	6706	4551	8323	4474	4555	2656	1056	4677	4907
ENSG00000094841	668	662	976	639	1182	647	703	330	131	548	635
ENSG00000094880	3979	3954	6483	4066	5013	2736	3635	1974	786	3909	4023
ENSG00000094914	2644	2595	3533	2305	4752	2482	2147	1443	578	2432	2544
ENSG00000094916	6413	5698	10384	6837	13090	7824	6291	3717	1539	7034	7029
ENSG00000094963	0	1	0	0	1	0	0	0	0	2	0
ENSG00000094975	1700	1378	3658	2307	3985	2295	2530	1453	617	1997	2122
ENSG00000095002	5636	5306	7756	5054	9363	5136	5322	2714	1146	4914	5125
ENSG00000095015	910	785	1443	849	2334	1361	866	471	188	726	766
ENSG00000095059	2649	2721	3424	2223	4218	2239	1851	1306	502	2362	2415
ENSG00000095066	732	671	818	509	1879	883	551	455	178	939	1072
ENSG00000095110	0	0	1	0	0	0	0	2	0	2	0
ENSG00000095139	7659	7299	11645	7494	12829	7220	7647	4394	1868	6933	6917
ENSG00000095203	811	805	847	561	1150	597	527	348	134	634	646
ENSG00000095209	3989	4259	5146	3276	6091	3882	4105	2058	850	3091	3259
ENSG00000095261	0	2	3	3	8	4	0	0	1	4	5
ENSG00000095303	26	19	10	13	27	12	9	7	2	10	19
ENSG00000095319	7034	6586	7306	4681	10216	5043	4933	3088	1204	5059	5004
ENSG00000095321	1840	1810	1781	1178	2021	1097	813	679	275	1100	1230
ENSG00000095370	102	105	167	109	280	96	74	68	22	163	149
ENSG00000095380	2449	2558	2916	2036	3007	1586	1565	1025	359	1562	1589
ENSG00000095383	170	176	146	91	224	87	70	48	20	111	87
ENSG00000095397	1090	1105	898	577	1763	844	576	537	222	912	953
ENSG00000095464	0	0	1	0	3	4	0	0	0	1	0
ENSG00000095485	1624	1826	2963	1782	2947	1574	1255	778	275	1348	1422
ENSG00000095539	746	686	1302	855	1660	812	627	488	166	816	849
ENSG00000095564	2757	2692	3430	2182	6075	3354	1847	1315	569	2846	3413
ENSG00000095574	1093	1315	1883	1199	2129	1229	1009	540	250	943	1180
ENSG00000095585	29	29	37	27	60	42	24	15	4	13	29
ENSG00000095587	125	111	172	98	240	120	67	46	21	96	86
ENSG00000095596	41	48	155	101	110	56	41	30	8	76	52
ENSG00000095627	0	0	0	0	6	0	1	0	0	1	0
ENSG00000095637	454	406	846	622	717	433	286	177	88	396	406
ENSG00000095713	156	165	521	333	357	204	129	79	37	232	241
ENSG00000095739	642	620	727	495	1112	621	280	209	61	373	387
ENSG00000095752	32	16	35	24	44	28	12	23	7	23	32
ENSG00000095777	306	302	334	243	651	359	274	183	68	273	278
ENSG00000095787	5311	4923	7243	4723	8964	5251	4455	2711	1098	4454	4942
ENSG00000095794	1797	2360	2381	1624	3027	1655	1735	1064	449	1543	1722
ENSG00000095906	3102	3234	5231	3330	6152	2814	2652	2093	794	2697	2881
ENSG00000095917	0	0	0	2	1	0	0	0	0	0	0
ENSG00000095932	2	0	0	0	1	1	0	0	0	0	0
ENSG00000095951	761	694	767	526	1445	829	558	457	162	546	578
ENSG00000095970	0	0	0	0	0	0	0	0	0	0	0
ENSG00000095981	0	0	0	0	1	0	0	0	0	0	0
ENSG00000096006	0	0	3	0	0	0	0	0	0	3	1
ENSG00000096060	4968	4445	6197	4268	8933	4952	4609	2580	1044	3914	4012
ENSG00000096063	7749	7584	9411	6189	12889	7396	7019	4032	1670	6200	6142
ENSG00000096070	2208	1779	2635	1800	5379	2627	2751	2070	894	2165	2305
ENSG00000096080	1655	1832	2161	1461	2946	1490	1653	1123	450	1317	1377
ENSG00000096088	0	4	0	0	1	1	0	0	0	0	0
ENSG00000096092	1703	2375	1764	1101	3282	2015	2245	1140	432	1528	1698
ENSG00000096093	838	898	763	495	2434	1217	811	547	258	1277	1361
ENSG00000096150	12836	20018	21167	13782	30240	17453	13286	8586	3697	11261	14013
ENSG00000096155	457	386	497	323	787	389	445	386	148	465	489
ENSG00000096171	1029	761	932	644	1482	834	652	549	188	772	811
ENSG00000096264	0	0	0	0	0	0	0	0	0	0	0
ENSG00000096384	52936	51852	76902	51411	95155	50886	56467	31376	12564	57700	60026
ENSG00000096395	0	0	0	0	0	0	0	0	0	0	0
ENSG00000096401	5437	4848	6252	4276	8315	4890	4545	2689	1168	4169	4191
ENSG00000096433	2738	2393	3113	2058	2625	1478	939	703	239	1793	1558
ENSG00000096654	582	505	523	385	955	549	476	246	94	394	409
ENSG00000096696	6318	4801	7487	4872	15167	8624	6213	4070	1579	4989	5770
ENSG00000096717	1529	1416	2439	1590	3271	1758	1583	738	315	1449	1492
ENSG00000096746	9675	9400	12160	8085	16967	9214	7442	3583	1490	8796	10054
ENSG00000096872	731	720	663	487	819	505	455	235	93	473	494
ENSG00000096968	358	333	350	232	585	286	241	106	47	269	253
ENSG00000096996	2	2	3	0	3	3	3	2	0	1	8
ENSG00000097007	3490	2728	3967	2612	5213	2776	2194	1500	604	2630	2702
ENSG00000097021	4158	3883	4664	3158	5445	2841	2446	1753	722	3235	3251
ENSG00000097033	4426	4040	6762	4446	7230	4068	4573	2553	1002	3653	4052
ENSG00000097046	3341	3364	5107	3320	7329	3984	3889	1997	865	3679	3769
ENSG00000097096	411	344	628	461	969	493	462	229	102	425	446
ENSG00000099139	504	417	599	433	980	461	414	297	110	465	571
ENSG00000099194	23742	20607	46318	29785	46355	26383	21641	12800	5170	22145	21323
ENSG00000099203	905	785	1437	831	1771	892	869	513	220	821	829
ENSG00000099204	3233	2783	5910	3879	5686	3170	2534	1486	652	2868	3057
ENSG00000099219	1199	973	1635	986	2079	1082	1116	590	242	1140	1134
ENSG00000099246	2389	2301	2965	2076	5097	2920	3024	1577	649	2267	2578
ENSG00000099250	1229	1001	2216	1471	2765	1364	1267	727	311	1245	1152
ENSG00000099251	101	110	75	42	235	172	54	51	34	81	89
ENSG00000099256	660	707	1231	886	1977	1138	713	428	174	718	805
ENSG00000099260	79	79	65	49	94	59	39	28	15	32	37
ENSG00000099282	718	683	1054	710	1627	847	670	449	195	808	812
ENSG00000099284	1589	1341	3266	2204	3592	1929	1770	1188	508	1775	1734
ENSG00000099290	1286	1401	2080	1401	2628	1522	1203	817	313	1412	1411
ENSG00000099308	532	601	722	513	1066	540	346	247	102	514	484
ENSG00000099326	1177	1590	1012	721	4615	2118	1591	1640	601	2684	3251
ENSG00000099330	287	327	391	248	406	261	177	153	53	262	266
ENSG00000099331	1935	1563	2322	1584	3628	1903	1531	1170	486	2013	1960
ENSG00000099337	127	94	203	124	201	120	59	52	14	95	83
ENSG00000099338	34	39	29	10	99	41	37	23	9	53	53
ENSG00000099341	8911	9715	11747	7947	13447	7309	7496	5375	2167	6754	7045
ENSG00000099364	2896	2445	4560	2935	7105	3417	2992	2191	903	3839	3848
ENSG00000099365	90	95	171	84	532	245	134	120	61	306	306
ENSG00000099377	80	95	102	72	247	134	103	70	21	117	106
ENSG00000099381	2656	2261	3872	2698	6482	3236	3371	2552	1008	3702	3795
ENSG00000099385	2084	2274	3098	1807	5619	3041	2719	2105	779	2305	2727
ENSG00000099399	0	0	1	0	0	0	0	2	1	0	0
ENSG00000099617	130	118	219	155	257	142	93	97	36	116	114
ENSG00000099622	4022	3911	6690	3980	8855	4270	3892	2350	906	5256	5525
ENSG00000099624	3517	3398	3445	2204	4732	2293	2096	1531	564	2366	2232
ENSG00000099625	293	243	500	318	950	397	290	270	103	440	476
ENSG00000099715	2	2	0	6	8	4	2	2	2	5	7
ENSG00000099721	0	0	0	0	0	0	0	0	0	0	0
ENSG00000099725	8	15	11	2	32	19	8	12	5	20	19
ENSG00000099769	0	0	1	0	1	0	0	0	0	0	0
ENSG00000099783	14101	12437	20586	13236	27836	13567	14448	7082	2722	13976	14832
ENSG00000099785	458	495	521	380	942	502	319	287	93	404	515
ENSG00000099795	4025	5203	5068	3305	7169	3744	3411	2659	982	3343	3380
ENSG00000099797	3834	4018	5417	3770	6248	3448	3509	2860	1037	3678	3460
ENSG00000099800	4673	4813	6066	3856	8076	3901	3390	2073	816	3384	3569
ENSG00000099804	2807	2766	3763	2362	5470	2783	2557	1861	719	2528	2688
ENSG00000099810	2400	2291	2537	1689	2894	1714	1376	651	280	1338	1555
ENSG00000099812	2	4	7	1	4	7	3	0	2	5	3
ENSG00000099814	1893	1552	2397	1560	4313	2113	1833	1456	532	1983	2103
ENSG00000099817	6294	6252	7636	4871	10873	5341	4915	3496	1374	5261	5423
ENSG00000099821	3037	2734	3451	2173	6251	2904	2211	1613	636	3048	2984
ENSG00000099822	836	763	1319	962	2051	1081	855	717	306	777	738
ENSG00000099834	0	0	0	0	1	0	0	0	0	0	1
ENSG00000099840	51	66	34	19	203	94	71	86	28	117	119
ENSG00000099849	474	435	267	181	985	371	337	236	90	363	376
ENSG00000099860	739	718	1002	685	1047	514	518	352	152	962	1139
ENSG00000099864	1217	978	1892	1289	1962	1036	867	634	229	1195	1205
